timestamp,PM25,PM10,NO2,hour_x,day_x,month_x,weekday_x,traffic_count,hour_y,day_y,month_y,weekday_y,temperature,humidity,wind_speed,hour,day,month,weekday,is_weekend,congestion_level,pollution_level,high_wind,high_humidity,high_temp,traffic_pm25_interaction,traffic_temp_interaction,weather_pollution_interaction,AQI
2024-01-02 23:00:00,56.31,74.77,79.8,23,2,1,Tuesday,1993,23,2,1,Tuesday,31.1,36.0,2.1,23,2,1,Tuesday,0,High,Moderate,0,0,1,112225.83,61982.3,118.251,100
2024-01-03 00:00:00,21.93,80.26,50.66,0,3,1,Wednesday,1078,0,3,1,Wednesday,16.5,27.5,11.4,0,3,1,Wednesday,0,Medium,Good,1,0,0,23640.54,17787.0,250.002,50
2024-01-03 01:00:00,20.11,63.8,91.58,1,3,1,Wednesday,392,1,3,1,Wednesday,20.7,94.6,0.5,1,3,1,Wednesday,0,Low,Good,0,1,0,7883.12,8114.4,10.055,50
2024-01-03 02:00:00,24.45,63.1,65.63,2,3,1,Wednesday,396,2,3,1,Wednesday,10.4,25.4,7.8,2,3,1,Wednesday,0,Low,Good,0,0,0,9682.199999999999,4118.400000000001,190.70999999999998,50
2024-01-03 03:00:00,43.79,31.01,108.06,3,3,1,Wednesday,320,3,3,1,Wednesday,22.1,35.8,0.9,3,3,1,Wednesday,0,Low,Moderate,0,0,0,14012.8,7072.0,39.411,100
2024-01-03 04:00:00,47.94,34.6,23.66,4,3,1,Wednesday,1741,4,3,1,Wednesday,18.0,77.8,3.2,4,3,1,Wednesday,0,High,Moderate,0,0,0,83463.54,31338.0,153.408,100
2024-01-03 05:00:00,19.16,76.41,65.88,5,3,1,Wednesday,1746,5,3,1,Wednesday,30.4,91.4,10.8,5,3,1,Wednesday,0,High,Good,1,1,1,33453.36,53078.399999999994,206.92800000000003,50
2024-01-03 06:00:00,14.21,61.05,96.03,6,3,1,Wednesday,1186,6,3,1,Wednesday,16.8,49.9,2.5,6,3,1,Wednesday,0,Medium,Good,0,0,0,16853.06,19924.8,35.525000000000006,50
2024-01-03 07:00:00,75.46,106.98,47.3,7,3,1,Wednesday,1136,7,3,1,Wednesday,5.6,86.3,7.5,7,3,1,Wednesday,0,Medium,High,0,1,0,85722.56,6361.599999999999,565.9499999999999,150
2024-01-03 08:00:00,73.12,99.99,83.78,8,3,1,Wednesday,1312,8,3,1,Wednesday,10.6,70.4,11.2,8,3,1,Wednesday,0,Medium,High,1,0,0,95933.44,13907.199999999999,818.944,150
2024-01-03 09:00:00,28.72,24.75,17.03,9,3,1,Wednesday,1619,9,3,1,Wednesday,23.0,91.8,10.8,9,3,1,Wednesday,0,High,Good,1,1,0,46497.68,37237.0,310.176,50
2024-01-03 10:00:00,36.73,83.8,40.51,10,3,1,Wednesday,243,10,3,1,Wednesday,12.7,83.9,11.1,10,3,1,Wednesday,0,Low,Moderate,1,1,0,8925.39,3086.1,407.703,100
2024-01-03 11:00:00,16.48,23.77,110.88,11,3,1,Wednesday,625,11,3,1,Wednesday,12.4,63.4,6.3,11,3,1,Wednesday,0,Low,Good,0,0,0,10300.0,7750.0,103.824,50
2024-01-03 12:00:00,13.55,114.96,113.62,12,3,1,Wednesday,1056,12,3,1,Wednesday,13.8,56.0,10.7,12,3,1,Wednesday,0,Medium,Good,1,0,0,14308.800000000001,14572.800000000001,144.98499999999999,50
2024-01-03 13:00:00,26.46,32.23,37.98,13,3,1,Wednesday,1366,13,3,1,Wednesday,6.5,43.5,0.8,13,3,1,Wednesday,0,Medium,Good,0,0,0,36144.36,8879.0,21.168000000000003,50
2024-01-03 14:00:00,48.0,67.92,146.18,14,3,1,Wednesday,1339,14,3,1,Wednesday,8.2,32.1,10.5,14,3,1,Wednesday,0,Medium,Moderate,1,0,0,64272.0,10979.8,504.0,100
2024-01-03 15:00:00,49.72,93.62,25.28,15,3,1,Wednesday,959,15,3,1,Wednesday,22.5,40.3,4.8,15,3,1,Wednesday,0,Medium,Moderate,0,0,0,47681.479999999996,21577.5,238.65599999999998,100
2024-01-03 16:00:00,37.8,53.96,84.58,16,3,1,Wednesday,316,16,3,1,Wednesday,30.9,27.9,8.5,16,3,1,Wednesday,0,Low,Moderate,1,0,1,11944.8,9764.4,321.29999999999995,100
2024-01-03 17:00:00,85.13,82.01,120.09,17,3,1,Wednesday,1340,17,3,1,Wednesday,24.3,90.9,9.3,17,3,1,Wednesday,0,Medium,High,1,1,0,114074.2,32562.0,791.7090000000001,150
2024-01-03 18:00:00,64.05,106.67,56.28,18,3,1,Wednesday,1131,18,3,1,Wednesday,25.2,77.0,0.7,18,3,1,Wednesday,0,Medium,High,0,0,1,72440.55,28501.2,44.834999999999994,150
2024-01-03 19:00:00,68.08,76.71,112.42,19,3,1,Wednesday,532,19,3,1,Wednesday,22.1,78.8,1.5,19,3,1,Wednesday,0,Low,High,0,0,0,36218.56,11757.2,102.12,150
2024-01-03 20:00:00,53.93,118.01,106.55,20,3,1,Wednesday,618,20,3,1,Wednesday,27.4,59.6,11.7,20,3,1,Wednesday,0,Low,Moderate,1,0,1,33328.74,16933.2,630.981,100
2024-01-03 21:00:00,85.36,39.96,144.6,21,3,1,Wednesday,1157,21,3,1,Wednesday,32.5,91.7,5.7,21,3,1,Wednesday,0,Medium,High,0,1,1,98761.52,37602.5,486.552,150
2024-01-03 22:00:00,47.98,117.71,24.05,22,3,1,Wednesday,273,22,3,1,Wednesday,15.5,56.0,8.0,22,3,1,Wednesday,0,Low,Moderate,0,0,0,13098.539999999999,4231.5,383.84,100
2024-01-03 23:00:00,60.42,75.79,64.65,23,3,1,Wednesday,856,23,3,1,Wednesday,21.5,80.3,1.3,23,3,1,Wednesday,0,Medium,High,0,1,0,51719.520000000004,18404.0,78.546,150
2024-01-04 00:00:00,16.67,118.96,65.51,0,4,1,Thursday,214,0,4,1,Thursday,22.2,90.7,1.0,0,4,1,Thursday,0,Low,Good,0,1,0,3567.3800000000006,4750.8,16.67,50
2024-01-04 01:00:00,45.41,57.42,149.98,1,4,1,Thursday,996,1,4,1,Thursday,33.3,53.5,0.9,1,4,1,Thursday,0,Medium,Moderate,0,0,1,45228.35999999999,33166.799999999996,40.869,100
2024-01-04 02:00:00,88.24,51.19,121.77,2,4,1,Thursday,1055,2,4,1,Thursday,21.0,91.3,0.8,2,4,1,Thursday,0,Medium,High,0,1,0,93093.2,22155.0,70.592,150
2024-01-04 03:00:00,87.06,102.8,59.45,3,4,1,Thursday,493,3,4,1,Thursday,23.0,60.6,9.2,3,4,1,Thursday,0,Low,High,1,0,0,42920.58,11339.0,800.952,150
2024-01-04 04:00:00,67.92,37.67,77.86,4,4,1,Thursday,684,4,4,1,Thursday,28.7,55.7,8.7,4,4,1,Thursday,0,Low,High,1,0,1,46457.28,19630.8,590.904,150
2024-01-04 05:00:00,18.14,67.56,95.86,5,4,1,Thursday,1999,5,4,1,Thursday,16.6,26.3,9.6,5,4,1,Thursday,0,High,Good,1,0,0,36261.86,33183.4,174.144,50
2024-01-04 06:00:00,86.92,22.62,137.57,6,4,1,Thursday,831,6,4,1,Thursday,19.7,46.0,2.2,6,4,1,Thursday,0,Medium,High,0,0,0,72230.52,16370.699999999999,191.22400000000002,150
2024-01-04 07:00:00,21.18,22.42,65.64,7,4,1,Thursday,966,7,4,1,Thursday,25.5,53.1,4.8,7,4,1,Thursday,0,Medium,Good,0,0,1,20459.88,24633.0,101.664,50
2024-01-04 08:00:00,65.58,41.08,61.42,8,4,1,Thursday,658,8,4,1,Thursday,19.7,54.4,11.0,8,4,1,Thursday,0,Low,High,1,0,0,43151.64,12962.6,721.38,150
2024-01-04 09:00:00,13.74,75.49,53.22,9,4,1,Thursday,528,9,4,1,Thursday,24.5,61.1,9.5,9,4,1,Thursday,0,Low,Good,1,0,0,7254.72,12936.0,130.53,50
2024-01-04 10:00:00,87.32,80.63,30.28,10,4,1,Thursday,557,10,4,1,Thursday,14.6,44.6,6.5,10,4,1,Thursday,0,Low,High,0,0,0,48637.24,8132.2,567.5799999999999,150
2024-01-04 11:00:00,11.66,22.12,63.55,11,4,1,Thursday,1928,11,4,1,Thursday,31.6,35.4,6.5,11,4,1,Thursday,0,High,Good,0,0,1,22480.48,60924.8,75.79,50
2024-01-04 12:00:00,85.47,72.33,112.09,12,4,1,Thursday,1239,12,4,1,Thursday,32.4,43.5,2.4,12,4,1,Thursday,0,Medium,High,0,0,1,105897.33,40143.6,205.128,150
2024-01-04 13:00:00,15.38,103.51,70.84,13,4,1,Thursday,1459,13,4,1,Thursday,15.2,33.0,3.1,13,4,1,Thursday,0,High,Good,0,0,0,22439.420000000002,22176.8,47.678000000000004,50
2024-01-04 14:00:00,43.71,78.29,19.82,14,4,1,Thursday,511,14,4,1,Thursday,6.7,97.2,1.7,14,4,1,Thursday,0,Low,Moderate,0,1,0,22335.81,3423.7000000000003,74.307,100
2024-01-04 15:00:00,68.99,114.41,72.17,15,4,1,Thursday,1262,15,4,1,Thursday,9.4,89.9,10.7,15,4,1,Thursday,0,Medium,High,1,1,0,87065.37999999999,11862.800000000001,738.1929999999999,150
2024-01-04 16:00:00,20.4,42.92,123.24,16,4,1,Thursday,531,16,4,1,Thursday,18.6,82.6,4.3,16,4,1,Thursday,0,Low,Good,0,1,0,10832.4,9876.6,87.71999999999998,50
2024-01-04 17:00:00,59.91,107.47,51.43,17,4,1,Thursday,313,17,4,1,Thursday,5.5,62.9,10.6,17,4,1,Thursday,0,Low,Moderate,1,0,0,18751.829999999998,1721.5,635.0459999999999,100
2024-01-04 18:00:00,66.66,36.03,70.31,18,4,1,Thursday,626,18,4,1,Thursday,33.5,75.6,9.5,18,4,1,Thursday,0,Low,High,1,0,1,41729.159999999996,20971.0,633.27,150
2024-01-04 19:00:00,81.73,76.85,99.71,19,4,1,Thursday,409,19,4,1,Thursday,10.4,97.7,5.9,19,4,1,Thursday,0,Low,High,0,1,0,33427.57,4253.6,482.20700000000005,150
2024-01-04 20:00:00,87.6,75.14,87.93,20,4,1,Thursday,760,20,4,1,Thursday,30.5,46.5,5.3,20,4,1,Thursday,0,Low,High,0,0,1,66576.0,23180.0,464.28,150
2024-01-04 21:00:00,31.68,21.02,127.65,21,4,1,Thursday,1591,21,4,1,Thursday,20.3,76.5,9.9,21,4,1,Thursday,0,High,Moderate,1,0,0,50402.88,32297.300000000003,313.632,100
2024-01-04 22:00:00,54.96,116.04,146.29,22,4,1,Thursday,232,22,4,1,Thursday,34.2,66.7,5.1,22,4,1,Thursday,0,Low,Moderate,0,0,1,12750.72,7934.400000000001,280.296,100
2024-01-04 23:00:00,11.82,116.93,119.07,23,4,1,Thursday,1052,23,4,1,Thursday,12.0,80.8,9.0,23,4,1,Thursday,0,Medium,Good,1,1,0,12434.64,12624.0,106.38,50
2024-01-05 00:00:00,19.31,80.28,72.09,0,5,1,Friday,660,0,5,1,Friday,14.4,46.1,2.7,0,5,1,Friday,0,Low,Good,0,0,0,12744.599999999999,9504.0,52.137,50
2024-01-05 01:00:00,15.2,24.06,67.46,1,5,1,Friday,244,1,5,1,Friday,8.3,52.0,9.7,1,5,1,Friday,0,Low,Good,1,0,0,3708.7999999999997,2025.2000000000003,147.43999999999997,50
2024-01-05 02:00:00,68.53,47.81,149.48,2,5,1,Friday,247,2,5,1,Friday,27.4,56.7,8.6,2,5,1,Friday,0,Low,High,1,0,1,16926.91,6767.799999999999,589.358,150
2024-01-05 03:00:00,18.39,63.14,103.16,3,5,1,Friday,1513,3,5,1,Friday,13.2,96.3,1.4,3,5,1,Friday,0,High,Good,0,1,0,27824.07,19971.6,25.746,50
2024-01-05 04:00:00,84.14,90.29,49.42,4,5,1,Friday,1926,4,5,1,Friday,6.6,55.8,5.4,4,5,1,Friday,0,High,High,0,0,0,162053.64,12711.599999999999,454.35600000000005,150
2024-01-05 05:00:00,70.07,101.22,118.68,5,5,1,Friday,1127,5,5,1,Friday,16.9,39.3,5.7,5,5,1,Friday,0,Medium,High,0,0,0,78968.89,19046.3,399.399,150
2024-01-05 06:00:00,55.49,71.85,82.97,6,5,1,Friday,1256,6,5,1,Friday,30.9,63.5,2.6,6,5,1,Friday,0,Medium,Moderate,0,0,1,69695.44,38810.4,144.274,100
2024-01-05 07:00:00,36.99,49.05,25.8,7,5,1,Friday,223,7,5,1,Friday,33.3,89.9,2.5,7,5,1,Friday,0,Low,Moderate,0,1,1,8248.77,7425.9,92.47500000000001,100
2024-01-05 08:00:00,79.41,108.0,73.11,8,5,1,Friday,245,8,5,1,Friday,16.5,32.4,9.8,8,5,1,Friday,0,Low,High,1,0,0,19455.45,4042.5,778.2180000000001,150
2024-01-05 09:00:00,73.29,83.56,117.58,9,5,1,Friday,406,9,5,1,Friday,14.9,65.9,11.7,9,5,1,Friday,0,Low,High,1,0,0,29755.74,6049.400000000001,857.493,150
2024-01-05 10:00:00,48.92,45.33,62.54,10,5,1,Friday,1730,10,5,1,Friday,28.0,94.5,6.8,10,5,1,Friday,0,High,Moderate,0,1,1,84631.6,48440.0,332.656,100
2024-01-05 11:00:00,76.87,49.17,137.97,11,5,1,Friday,487,11,5,1,Friday,31.1,70.8,0.7,11,5,1,Friday,0,Low,High,0,0,1,37435.69,15145.7,53.809,150
2024-01-05 12:00:00,55.6,71.64,68.4,12,5,1,Friday,1873,12,5,1,Friday,26.6,66.7,5.8,12,5,1,Friday,0,High,Moderate,0,0,1,104138.8,49821.8,322.48,100
2024-01-05 13:00:00,42.78,104.32,104.31,13,5,1,Friday,1514,13,5,1,Friday,11.2,50.1,1.6,13,5,1,Friday,0,High,Moderate,0,0,0,64768.92,16956.8,68.44800000000001,100
2024-01-05 14:00:00,21.31,82.54,36.19,14,5,1,Friday,1597,14,5,1,Friday,30.8,42.1,3.3,14,5,1,Friday,0,High,Good,0,0,1,34032.07,49187.6,70.323,50
2024-01-05 15:00:00,17.64,50.05,75.98,15,5,1,Friday,924,15,5,1,Friday,13.2,96.5,10.0,15,5,1,Friday,0,Medium,Good,1,1,0,16299.36,12196.8,176.4,50
2024-01-05 16:00:00,66.85,108.9,126.29,16,5,1,Friday,323,16,5,1,Friday,26.2,38.4,1.7,16,5,1,Friday,0,Low,High,0,0,1,21592.55,8462.6,113.64499999999998,150
2024-01-05 17:00:00,75.72,27.26,142.41,17,5,1,Friday,1688,17,5,1,Friday,9.4,57.3,1.4,17,5,1,Friday,0,High,High,0,0,0,127815.36,15867.2,106.008,150
2024-01-05 18:00:00,22.16,44.17,17.17,18,5,1,Friday,700,18,5,1,Friday,20.1,67.9,5.7,18,5,1,Friday,0,Low,Good,0,0,0,15512.0,14070.000000000002,126.31200000000001,50
2024-01-05 19:00:00,80.64,32.2,70.57,19,5,1,Friday,1712,19,5,1,Friday,30.9,50.1,6.0,19,5,1,Friday,0,High,High,0,0,1,138055.68,52900.799999999996,483.84000000000003,150
2024-01-05 20:00:00,61.7,117.28,56.84,20,5,1,Friday,562,20,5,1,Friday,24.9,28.7,3.9,20,5,1,Friday,0,Low,High,0,0,0,34675.4,13993.8,240.63,150
2024-01-05 21:00:00,60.53,105.83,135.71,21,5,1,Friday,864,21,5,1,Friday,20.0,59.0,3.1,21,5,1,Friday,0,Medium,High,0,0,0,52297.92,17280.0,187.643,150
2024-01-05 22:00:00,81.33,108.43,69.77,22,5,1,Friday,909,22,5,1,Friday,8.6,45.0,2.8,22,5,1,Friday,0,Medium,High,0,0,0,73928.97,7817.4,227.724,150
2024-01-05 23:00:00,37.46,84.24,78.09,23,5,1,Friday,302,23,5,1,Friday,18.6,50.2,1.4,23,5,1,Friday,0,Low,Moderate,0,0,0,11312.92,5617.200000000001,52.443999999999996,100
2024-01-06 00:00:00,27.82,108.25,61.86,0,6,1,Saturday,700,0,6,1,Saturday,30.7,44.1,4.5,0,6,1,Saturday,1,Low,Good,0,0,1,19474.0,21490.0,125.19,50
2024-01-06 01:00:00,25.98,60.46,116.76,1,6,1,Saturday,1760,1,6,1,Saturday,18.0,65.9,10.5,1,6,1,Saturday,1,High,Good,1,0,0,45724.8,31680.0,272.79,50
2024-01-06 02:00:00,15.8,96.83,93.15,2,6,1,Saturday,1193,2,6,1,Saturday,10.7,66.8,3.8,2,6,1,Saturday,1,Medium,Good,0,0,0,18849.4,12765.099999999999,60.04,50
2024-01-06 03:00:00,41.87,111.17,105.38,3,6,1,Saturday,1504,3,6,1,Saturday,26.2,41.0,3.4,3,6,1,Saturday,1,High,Moderate,0,0,1,62972.479999999996,39404.799999999996,142.35799999999998,100
2024-01-06 04:00:00,20.66,96.67,140.62,4,6,1,Saturday,891,4,6,1,Saturday,20.5,96.7,6.4,4,6,1,Saturday,1,Medium,Good,0,1,0,18408.06,18265.5,132.22400000000002,50
2024-01-06 05:00:00,21.02,67.75,119.62,5,6,1,Saturday,493,5,6,1,Saturday,10.4,52.7,7.3,5,6,1,Saturday,1,Low,Good,0,0,0,10362.86,5127.2,153.446,50
2024-01-06 06:00:00,36.18,65.05,32.34,6,6,1,Saturday,1671,6,6,1,Saturday,18.5,87.4,2.0,6,6,1,Saturday,1,High,Moderate,0,1,0,60456.78,30913.5,72.36,100
2024-01-06 07:00:00,48.5,94.79,49.05,7,6,1,Saturday,433,7,6,1,Saturday,5.1,36.6,3.1,7,6,1,Saturday,1,Low,Moderate,0,0,0,21000.5,2208.2999999999997,150.35,100
2024-01-06 08:00:00,25.24,82.66,139.71,8,6,1,Saturday,645,8,6,1,Saturday,28.7,59.3,9.8,8,6,1,Saturday,1,Low,Good,1,0,1,16279.8,18511.5,247.352,50
