timestamp,PM25,PM10,NO2
2024-01-06 19:00:00,41.82,82.56,122.35
2024-01-06 20:00:00,76.77,88.31,89.56
2024-01-06 21:00:00,44.86,40.19,80.03
2024-01-06 22:00:00,85.64,38.16,149.16
2024-01-06 23:00:00,81.7,39.49,134.25
2024-01-07 00:00:00,80.25,41.17,95.7
2024-01-07 01:00:00,61.71,47.59,80.4
2024-01-07 02:00:00,39.79,57.11,90.66
2024-01-07 03:00:00,19.15,37.93,19.34
2024-01-07 04:00:00,20.98,98.63,136.51
2024-01-07 05:00:00,48.17,109.61,97.63
2024-01-07 06:00:00,79.99,75.69,86.13
2024-01-07 07:00:00,11.75,106.62,138.76
2024-01-07 08:00:00,82.56,29.25,35.52
2024-01-07 09:00:00,65.87,97.15,93.76
2024-01-07 10:00:00,81.98,21.89,80.7
2024-01-07 11:00:00,69.13,73.37,55.39
2024-01-07 12:00:00,70.31,35.23,149.99
2024-01-07 13:00:00,34.74,55.38,101.21
2024-01-07 14:00:00,11.13,103.4,111.53
2024-01-07 15:00:00,12.83,94.89,46.62
2024-01-07 16:00:00,48.19,48.43,98.95
2024-01-07 17:00:00,82.96,114.14,86.25
2024-01-07 18:00:00,27.76,63.18,60.06
2024-01-07 19:00:00,46.45,41.65,88.17
2024-01-07 20:00:00,59.5,98.1,123.06
2024-01-07 21:00:00,28.54,80.13,18.32
2024-01-07 22:00:00,81.52,57.8,118.13
2024-01-07 23:00:00,67.65,118.81,85.33
2024-01-08 00:00:00,33.83,91.24,135.57
2024-01-08 01:00:00,40.35,92.69,31.46
2024-01-08 02:00:00,31.89,29.14,18.28
2024-01-08 03:00:00,78.92,62.31,112.44
2024-01-08 04:00:00,62.66,95.85,117.04
2024-01-08 05:00:00,64.32,21.23,123.09
2024-01-08 06:00:00,73.92,47.48,54.12
2024-01-08 07:00:00,16.53,95.71,87.95
2024-01-08 08:00:00,76.39,59.5,29.71
2024-01-08 09:00:00,32.79,62.6,97.56
2024-01-08 10:00:00,38.46,93.78,29.88
2024-01-08 11:00:00,84.89,36.16,30.09
2024-01-08 12:00:00,78.53,23.8,34.1
2024-01-08 13:00:00,55.54,58.41,94.21
2024-01-08 14:00:00,19.24,25.81,39.4
2024-01-08 15:00:00,73.12,21.99,60.54
2024-01-08 16:00:00,15.86,93.02,80.09
2024-01-08 17:00:00,41.25,77.57,80.97
2024-01-08 18:00:00,82.94,28.61,125.59
2024-01-08 19:00:00,49.97,64.41,114.5
2024-01-08 20:00:00,58.89,117.78,81.06
2024-01-08 21:00:00,77.25,43.81,109.13
2024-01-08 22:00:00,32.91,38.24,114.9
2024-01-08 23:00:00,78.54,44.13,65.66
2024-01-09 00:00:00,26.27,103.49,81.88
2024-01-09 01:00:00,58.07,36.18,127.17
2024-01-09 02:00:00,33.27,75.9,114.48
2024-01-09 03:00:00,72.79,42.57,45.55
2024-01-09 04:00:00,66.76,104.21,63.73
2024-01-09 05:00:00,27.73,118.23,87.77
2024-01-09 06:00:00,41.57,23.14,140.2
2024-01-09 07:00:00,55.47,63.13,124.19
2024-01-09 08:00:00,42.18,78.69,124.84
2024-01-09 09:00:00,17.61,61.71,53.96
2024-01-09 10:00:00,37.24,108.35,54.39
2024-01-09 11:00:00,83.03,38.31,140.25
2024-01-09 12:00:00,15.6,69.11,108.32
2024-01-09 13:00:00,68.71,112.78,23.33
2024-01-09 14:00:00,68.98,28.07,77.75
2024-01-09 15:00:00,76.3,88.31,137.44
2024-01-09 16:00:00,62.33,36.05,32.98
2024-01-09 17:00:00,83.25,68.67,55.35
2024-01-09 18:00:00,35.36,90.85,141.24
2024-01-09 19:00:00,57.86,117.25,71.95
2024-01-09 20:00:00,56.8,45.54,85.19
2024-01-09 21:00:00,39.05,85.52,142.56
2024-01-09 22:00:00,84.27,39.32,109.43
2024-01-09 23:00:00,44.87,73.29,18.88
2024-01-10 00:00:00,55.84,52.46,134.31
2024-01-10 01:00:00,67.01,33.88,64.8
2024-01-10 02:00:00,79.77,48.7,134.54
2024-01-10 03:00:00,50.36,107.5,38.32
2024-01-10 04:00:00,65.8,59.11,111.42
2024-01-10 05:00:00,51.07,25.37,105.78
2024-01-10 06:00:00,81.43,74.06,60.77
2024-01-10 07:00:00,28.99,84.14,96.14
2024-01-10 08:00:00,71.1,111.15,36.03
2024-01-10 09:00:00,11.89,69.91,30.48
2024-01-10 10:00:00,55.82,59.56,114.67
2024-01-10 11:00:00,60.95,75.44,125.89
2024-01-10 12:00:00,74.18,103.36,108.21
2024-01-10 13:00:00,82.74,68.55,79.58
2024-01-10 14:00:00,89.79,39.11,94.24
2024-01-10 15:00:00,31.33,40.52,57.31
2024-01-10 16:00:00,41.82,82.65,91.58
2024-01-10 17:00:00,28.69,108.78,64.73
2024-01-10 18:00:00,82.41,93.74,33.49
2024-01-10 19:00:00,48.72,33.01,20.76
2024-01-10 20:00:00,11.53,118.05,59.91
2024-01-10 21:00:00,71.32,73.51,59.03
2024-01-10 22:00:00,65.14,108.62,56.71
2024-01-10 23:00:00,29.04,25.72,21.67
2024-01-11 00:00:00,47.83,32.89,47.3
2024-01-11 01:00:00,39.96,25.39,63.76
2024-01-11 02:00:00,49.1,87.58,62.4
2024-01-11 03:00:00,10.02,84.24,23.0
2024-01-11 04:00:00,34.35,66.21,65.11
2024-01-11 05:00:00,10.48,112.8,48.25
2024-01-11 06:00:00,24.63,115.33,68.55
2024-01-11 07:00:00,40.05,67.54,103.14
2024-01-11 08:00:00,56.33,58.43,104.1
2024-01-11 09:00:00,40.15,67.16,107.03
2024-01-11 10:00:00,74.4,78.84,118.05
2024-01-11 11:00:00,55.73,26.95,50.38
2024-01-11 12:00:00,55.32,88.94,94.79
2024-01-11 13:00:00,35.05,119.34,60.19
2024-01-11 14:00:00,69.85,81.43,107.15
2024-01-11 15:00:00,60.92,36.81,142.16
2024-01-11 16:00:00,26.87,89.59,29.3
2024-01-11 17:00:00,38.25,40.7,111.46
2024-01-11 18:00:00,85.57,115.66,147.59
2024-01-11 19:00:00,10.94,62.85,96.61
2024-01-11 20:00:00,37.57,113.64,127.93
2024-01-11 21:00:00,76.06,93.76,98.42
2024-01-11 22:00:00,86.29,118.17,43.52
2024-01-11 23:00:00,72.93,28.1,78.81
2024-01-12 00:00:00,50.96,59.96,101.69
2024-01-12 01:00:00,12.51,59.92,73.82
2024-01-12 02:00:00,51.04,93.44,79.91
2024-01-12 03:00:00,89.49,119.63,74.01
2024-01-12 04:00:00,33.48,58.67,31.47
2024-01-12 05:00:00,50.69,70.21,142.9
2024-01-12 06:00:00,53.17,43.7,142.55
2024-01-12 07:00:00,25.79,108.95,18.46
2024-01-12 08:00:00,12.66,26.03,60.62
2024-01-12 09:00:00,42.71,26.5,23.16
2024-01-12 10:00:00,87.25,78.68,106.38
2024-01-12 11:00:00,16.96,69.4,138.66
2024-01-12 12:00:00,14.97,28.74,114.38
2024-01-12 13:00:00,54.23,73.36,39.87
2024-01-12 14:00:00,78.73,72.48,44.98
2024-01-12 15:00:00,75.25,99.19,133.89
2024-01-12 16:00:00,86.11,59.76,125.68
2024-01-12 17:00:00,14.27,56.63,102.65
2024-01-12 18:00:00,60.67,54.31,17.8
2024-01-12 19:00:00,32.84,58.03,26.86
2024-01-12 20:00:00,63.26,71.13,85.28
2024-01-12 21:00:00,60.01,34.12,99.99
2024-01-12 22:00:00,86.32,34.6,92.23
2024-01-12 23:00:00,67.46,72.11,65.85
2024-01-13 00:00:00,67.99,41.93,29.28
2024-01-13 01:00:00,64.08,23.2,61.57
2024-01-13 02:00:00,61.03,77.32,143.56
2024-01-13 03:00:00,13.27,35.44,42.71
2024-01-13 04:00:00,30.99,80.35,72.22
2024-01-13 05:00:00,21.8,106.26,122.32
2024-01-13 06:00:00,15.39,44.31,139.55
2024-01-13 07:00:00,53.44,50.47,120.04
2024-01-13 08:00:00,59.72,63.75,100.97
2024-01-13 09:00:00,60.5,87.14,81.64
2024-01-13 10:00:00,14.31,109.14,99.01
2024-01-13 11:00:00,32.91,47.15,137.33
2024-01-13 12:00:00,28.72,101.81,24.19
2024-01-13 13:00:00,48.88,114.31,142.55
2024-01-13 14:00:00,20.67,44.65,110.04
2024-01-13 15:00:00,39.04,97.1,36.12
2024-01-13 16:00:00,21.08,101.13,112.76
2024-01-13 17:00:00,60.0,37.14,129.91
2024-01-13 18:00:00,49.15,66.67,124.55
2024-01-13 19:00:00,76.14,38.23,60.2
2024-01-13 20:00:00,16.5,54.94,79.07
2024-01-13 21:00:00,35.15,22.07,82.05
2024-01-13 22:00:00,54.0,88.0,41.25
2024-01-13 23:00:00,87.21,96.16,120.53
2024-01-14 00:00:00,54.0,101.74,149.55
2024-01-14 01:00:00,38.55,53.75,50.12
2024-01-14 02:00:00,52.11,49.57,48.38
2024-01-14 03:00:00,12.4,23.35,72.6
2024-01-14 04:00:00,79.31,73.05,38.0
2024-01-14 05:00:00,23.02,105.54,34.71
2024-01-14 06:00:00,44.3,98.99,34.2
2024-01-14 07:00:00,49.46,119.62,60.39
2024-01-14 08:00:00,87.08,70.79,82.0
2024-01-14 09:00:00,64.84,116.12,114.09
2024-01-14 10:00:00,39.43,36.27,100.43
2024-01-14 11:00:00,29.64,68.17,101.23
2024-01-14 12:00:00,20.94,110.83,20.88
2024-01-14 13:00:00,64.77,78.93,117.06
2024-01-14 14:00:00,55.11,84.94,128.7
2024-01-14 15:00:00,62.48,81.0,58.61
2024-01-14 16:00:00,58.27,22.22,145.94
2024-01-14 17:00:00,36.62,43.47,21.47
2024-01-14 18:00:00,37.77,36.49,22.84
2024-01-14 19:00:00,89.36,48.76,41.9
2024-01-14 20:00:00,70.25,24.21,136.55
2024-01-14 21:00:00,54.46,101.38,59.92
2024-01-14 22:00:00,78.27,34.75,117.64
2024-01-14 23:00:00,79.08,116.79,135.78
2024-01-15 00:00:00,68.04,68.13,82.17
2024-01-15 01:00:00,32.05,50.09,115.02
2024-01-15 02:00:00,29.39,43.08,38.59
2024-01-15 03:00:00,88.99,65.55,99.43
2024-01-15 04:00:00,26.61,26.04,103.84
2024-01-15 05:00:00,74.66,52.53,40.18
2024-01-15 06:00:00,72.1,44.68,97.43
2024-01-15 07:00:00,81.01,88.97,47.65
2024-01-15 08:00:00,27.84,117.93,89.66
2024-01-15 09:00:00,38.84,51.71,149.73
2024-01-15 10:00:00,32.57,86.78,129.0
2024-01-15 11:00:00,57.15,89.31,123.38
2024-01-15 12:00:00,77.1,111.49,45.83
2024-01-15 13:00:00,33.12,62.44,91.94
2024-01-15 14:00:00,31.34,110.14,46.9
2024-01-15 15:00:00,39.96,106.67,102.53
2024-01-15 16:00:00,63.14,105.31,76.3
2024-01-15 17:00:00,55.9,72.93,77.94
2024-01-15 18:00:00,20.94,25.83,60.71
2024-01-15 19:00:00,74.62,57.95,88.78
2024-01-15 20:00:00,68.97,39.68,67.07
2024-01-15 21:00:00,26.92,35.2,70.5
2024-01-15 22:00:00,18.77,36.59,124.3
2024-01-15 23:00:00,67.77,55.39,64.42
2024-01-16 00:00:00,16.96,46.9,43.1
2024-01-16 01:00:00,38.26,117.31,74.07
2024-01-16 02:00:00,72.05,97.6,90.01
2024-01-16 03:00:00,75.53,94.53,17.95
2024-01-16 04:00:00,53.09,70.65,84.29
2024-01-16 05:00:00,22.11,26.16,51.7
2024-01-16 06:00:00,17.88,108.6,131.36
2024-01-16 07:00:00,58.83,110.5,98.47
2024-01-16 08:00:00,41.55,39.36,77.05
2024-01-16 09:00:00,72.96,113.25,45.36
2024-01-16 10:00:00,63.28,84.9,50.49
2024-01-16 11:00:00,68.61,83.02,27.64
2024-01-16 12:00:00,12.51,83.52,25.9
2024-01-16 13:00:00,72.69,26.59,105.48
2024-01-16 14:00:00,12.68,57.38,65.06
2024-01-16 15:00:00,43.77,85.06,148.59
2024-01-16 16:00:00,68.93,44.12,43.93
2024-01-16 17:00:00,16.23,68.31,139.13
2024-01-16 18:00:00,28.6,90.55,91.54
2024-01-16 19:00:00,19.78,94.32,72.64
2024-01-16 20:00:00,24.0,102.41,91.12
2024-01-16 21:00:00,47.06,82.74,137.35
2024-01-16 22:00:00,83.39,67.32,61.38
2024-01-16 23:00:00,21.95,23.97,117.88
2024-01-17 00:00:00,40.31,40.64,90.59
2024-01-17 01:00:00,44.46,29.77,144.65
2024-01-17 02:00:00,83.63,68.5,77.88
2024-01-17 03:00:00,39.74,69.1,59.37
2024-01-17 04:00:00,25.87,56.87,29.15
2024-01-17 05:00:00,49.62,81.09,71.8
2024-01-17 06:00:00,81.77,39.62,20.67
2024-01-17 07:00:00,29.43,101.29,37.64
2024-01-17 08:00:00,86.99,69.46,45.6
2024-01-17 09:00:00,49.35,79.63,143.32
2024-01-17 10:00:00,52.96,22.57,139.58
2024-01-17 11:00:00,72.63,35.65,49.13
2024-01-17 12:00:00,37.7,24.64,21.11
2024-01-17 13:00:00,53.1,96.11,123.12
2024-01-17 14:00:00,41.68,100.84,42.46
2024-01-17 15:00:00,62.75,33.35,109.27
2024-01-17 16:00:00,40.54,29.47,99.86
2024-01-17 17:00:00,87.2,102.05,50.62
2024-01-17 18:00:00,78.72,83.65,26.15
2024-01-17 19:00:00,23.45,49.94,137.58
2024-01-17 20:00:00,53.65,92.97,30.23
2024-01-17 21:00:00,45.13,49.69,99.78
2024-01-17 22:00:00,23.43,104.73,66.86
2024-01-17 23:00:00,10.07,78.43,62.5
2024-01-18 00:00:00,58.13,90.29,95.35
2024-01-18 01:00:00,69.7,55.56,122.22
2024-01-18 02:00:00,85.66,76.76,106.32
2024-01-18 03:00:00,18.69,36.45,15.01
2024-01-18 04:00:00,41.51,108.36,126.5
2024-01-18 05:00:00,16.96,106.85,142.94
2024-01-18 06:00:00,52.8,53.19,120.79
2024-01-18 07:00:00,41.07,38.62,34.53
2024-01-18 08:00:00,24.66,56.64,17.09
2024-01-18 09:00:00,53.96,94.17,91.64
2024-01-18 10:00:00,85.16,76.31,89.6
2024-01-18 11:00:00,14.83,114.32,124.84
2024-01-18 12:00:00,64.13,99.54,32.9
2024-01-18 13:00:00,18.01,23.79,60.19
2024-01-18 14:00:00,68.49,89.86,34.74
2024-01-18 15:00:00,34.5,61.21,122.85
2024-01-18 16:00:00,53.87,104.03,52.51
2024-01-18 17:00:00,42.8,29.9,102.72
2024-01-18 18:00:00,83.76,55.26,106.65
2024-01-18 19:00:00,46.46,75.41,113.68
2024-01-18 20:00:00,89.42,98.69,63.38
2024-01-18 21:00:00,26.07,106.18,110.52
2024-01-18 22:00:00,58.0,65.18,125.41
2024-01-18 23:00:00,67.27,21.94,140.82
2024-01-19 00:00:00,64.09,33.56,65.64
2024-01-19 01:00:00,67.31,51.39,89.49
2024-01-19 02:00:00,24.81,112.69,139.92
2024-01-19 03:00:00,49.22,102.2,56.68
2024-01-19 04:00:00,44.76,66.73,77.06
2024-01-19 05:00:00,55.8,64.36,125.8
2024-01-19 06:00:00,67.48,64.64,96.47
2024-01-19 07:00:00,47.58,100.43,131.79
2024-01-19 08:00:00,62.96,79.86,121.79
2024-01-19 09:00:00,82.89,46.96,122.6
2024-01-19 10:00:00,68.82,118.45,37.23
2024-01-19 11:00:00,89.88,70.27,90.12
2024-01-19 12:00:00,53.16,38.82,137.44
2024-01-19 13:00:00,47.85,98.4,30.49
2024-01-19 14:00:00,26.79,53.45,132.23
2024-01-19 15:00:00,42.3,113.84,92.25
2024-01-19 16:00:00,86.49,94.45,81.22
2024-01-19 17:00:00,81.52,50.75,39.21
2024-01-19 18:00:00,89.94,45.09,101.7
2024-01-19 19:00:00,11.58,115.85,109.09
2024-01-19 20:00:00,78.19,51.48,21.08
2024-01-19 21:00:00,83.1,94.49,31.02
2024-01-19 22:00:00,10.46,27.26,121.35
2024-01-19 23:00:00,18.07,100.64,146.94
2024-01-20 00:00:00,78.74,74.31,49.63
2024-01-20 01:00:00,47.16,116.13,16.29
2024-01-20 02:00:00,86.37,51.37,27.43
2024-01-20 03:00:00,15.57,101.19,70.88
2024-01-20 04:00:00,58.92,118.15,81.99
2024-01-20 05:00:00,49.77,21.25,131.03
2024-01-20 06:00:00,61.67,60.37,127.43
2024-01-20 07:00:00,14.11,79.65,127.47
2024-01-20 08:00:00,80.6,119.64,18.91
2024-01-20 09:00:00,23.73,51.01,94.8
2024-01-20 10:00:00,48.51,105.64,121.98
2024-01-20 11:00:00,17.23,95.52,132.35
2024-01-20 12:00:00,80.8,61.36,142.76
2024-01-20 13:00:00,54.25,33.91,42.57
2024-01-20 14:00:00,13.66,64.56,62.09
2024-01-20 15:00:00,75.61,39.61,23.42
2024-01-20 16:00:00,82.17,77.69,113.25
2024-01-20 17:00:00,16.74,97.4,111.62
2024-01-20 18:00:00,27.06,23.23,119.86
2024-01-20 19:00:00,46.9,91.39,58.9
2024-01-20 20:00:00,55.14,30.74,121.93
2024-01-20 21:00:00,10.15,32.37,45.75
2024-01-20 22:00:00,85.89,75.46,34.13
2024-01-20 23:00:00,57.59,48.7,95.92
2024-01-21 00:00:00,48.83,120.0,19.38
2024-01-21 01:00:00,36.12,41.42,62.8
2024-01-21 02:00:00,28.76,32.38,70.07
2024-01-21 03:00:00,39.2,51.88,97.49
2024-01-21 04:00:00,72.64,39.57,135.83
2024-01-21 05:00:00,72.25,89.38,85.56
2024-01-21 06:00:00,30.83,47.13,96.29
2024-01-21 07:00:00,65.48,78.87,71.67
2024-01-21 08:00:00,83.03,114.93,96.31
2024-01-21 09:00:00,59.51,36.76,113.65
2024-01-21 10:00:00,48.93,107.41,58.0
2024-01-21 11:00:00,55.41,41.94,149.13
2024-01-21 12:00:00,65.17,108.25,19.38
2024-01-21 13:00:00,15.14,71.99,66.3
2024-01-21 14:00:00,18.88,76.47,96.68
2024-01-21 15:00:00,12.59,102.56,107.42
2024-01-21 16:00:00,10.16,44.83,76.97
2024-01-21 17:00:00,75.48,82.01,59.14
2024-01-21 18:00:00,69.22,39.84,91.55
2024-01-21 19:00:00,76.98,68.18,19.91
2024-01-21 20:00:00,46.94,71.03,109.87
2024-01-21 21:00:00,68.47,82.24,94.26
2024-01-21 22:00:00,60.5,99.96,20.23
2024-01-21 23:00:00,55.7,97.04,79.74
2024-01-22 00:00:00,19.41,109.25,60.95
2024-01-22 01:00:00,20.47,68.43,33.86
2024-01-22 02:00:00,86.72,112.98,138.98
2024-01-22 03:00:00,81.52,100.3,43.74
2024-01-22 04:00:00,33.14,65.19,64.19
2024-01-22 05:00:00,29.23,119.02,126.57
2024-01-22 06:00:00,27.45,107.7,135.75
2024-01-22 07:00:00,16.32,26.17,113.86
2024-01-22 08:00:00,39.8,23.3,100.77
2024-01-22 09:00:00,20.96,113.65,83.08
2024-01-22 10:00:00,74.72,42.34,73.01
2024-01-22 11:00:00,51.33,42.35,97.49
2024-01-22 12:00:00,26.44,85.69,129.69
2024-01-22 13:00:00,14.39,100.01,136.75
2024-01-22 14:00:00,83.77,114.76,111.27
2024-01-22 15:00:00,24.42,103.19,88.32
2024-01-22 16:00:00,52.54,119.55,33.1
2024-01-22 17:00:00,14.26,112.82,32.03
2024-01-22 18:00:00,28.73,91.29,81.94
2024-01-22 19:00:00,89.12,55.2,40.21
2024-01-22 20:00:00,25.49,34.92,23.12
2024-01-22 21:00:00,37.99,102.04,118.8
2024-01-22 22:00:00,59.83,61.13,64.49
2024-01-22 23:00:00,86.29,94.57,102.57
2024-01-23 00:00:00,53.24,35.99,78.84
2024-01-23 01:00:00,11.63,60.48,129.75
2024-01-23 02:00:00,41.73,114.25,41.97
2024-01-23 03:00:00,17.46,81.08,112.22
2024-01-23 04:00:00,18.67,27.65,144.38
2024-01-23 05:00:00,33.01,25.05,146.89
2024-01-23 06:00:00,54.84,56.97,95.99
2024-01-23 07:00:00,65.87,92.22,73.82
2024-01-23 08:00:00,53.12,93.02,113.04
2024-01-23 09:00:00,29.37,48.99,26.14
2024-01-23 10:00:00,46.59,68.74,128.83
2024-01-23 11:00:00,12.21,56.68,29.84
2024-01-23 12:00:00,39.29,91.87,112.47
2024-01-23 13:00:00,53.24,112.21,51.91
2024-01-23 14:00:00,74.43,119.63,124.65
2024-01-23 15:00:00,54.17,108.0,149.13
2024-01-23 16:00:00,60.25,26.17,97.64
2024-01-23 17:00:00,33.25,31.65,39.93
2024-01-23 18:00:00,35.2,31.19,30.43
2024-01-23 19:00:00,31.25,116.67,142.16
2024-01-23 20:00:00,86.21,76.42,20.22
2024-01-23 21:00:00,21.49,46.69,133.66
2024-01-23 22:00:00,17.34,55.6,27.58
2024-01-23 23:00:00,35.67,23.88,116.28
2024-01-24 00:00:00,22.49,78.09,148.23
2024-01-24 01:00:00,75.73,66.85,116.59
2024-01-24 02:00:00,77.77,56.66,77.39
2024-01-24 03:00:00,63.52,50.44,29.48
2024-01-24 04:00:00,51.95,28.95,38.95
2024-01-24 05:00:00,84.02,81.33,85.69
